SOURCE,TARGET,RATING,TIME
2691,2701,-10,16/10/2012
2691,2702,-10,16/10/2012
2691,2703,-10,16/10/2012
2691,2704,-10,16/10/2012
2691,2705,-10,16/10/2012
2691,2706,-10,16/10/2012
2691,2707,-10,16/10/2012
2691,2708,-10,16/10/2012
2691,2709,-10,16/10/2012
2784,1555,1,16/10/2012
2823,2782,10,16/10/2012
2266,1543,-10,16/10/2012
2782,2823,1,16/10/2012
1555,2784,1,16/10/2012
2654,2728,3,16/10/2012
1018,2364,1,16/10/2012
2364,1018,1,16/10/2012
905,2174,2,16/10/2012
2174,905,3,16/10/2012
2730,2647,4,16/10/2012
2647,2730,4,16/10/2012
2824,1953,1,16/10/2012
2804,2825,1,16/10/2012
2795,2635,1,16/10/2012
2028,2761,1,16/10/2012
2761,2028,1,16/10/2012
2635,2806,2,16/10/2012
2806,2635,2,16/10/2012
1967,1719,-10,16/10/2012
2827,1953,1,16/10/2012
2795,2028,1,16/10/2012
1810,2778,-10,16/10/2012
2028,2801,1,17/10/2012
2028,2822,1,17/10/2012
2647,2828,1,17/10/2012
2825,2804,1,17/10/2012
2828,2647,10,17/10/2012
2252,2310,2,17/10/2012
2785,35,2,17/10/2012
2310,2252,2,17/10/2012
35,2785,2,17/10/2012
35,2379,1,17/10/2012
2379,35,1,17/10/2012
2125,2333,1,17/10/2012
2333,2125,2,17/10/2012
1899,1765,1,18/10/2012
1765,1899,1,18/10/2012
7,2319,2,18/10/2012
2600,2763,3,18/10/2012
2538,1733,2,18/10/2012
35,2829,1,18/10/2012
1939,2807,1,18/10/2012
2807,1939,1,18/10/2012
2266,634,-3,18/10/2012
2028,2784,7,18/10/2012
2296,2821,2,18/10/2012
2821,2296,1,18/10/2012
1899,1334,1,18/10/2012
2832,1953,1,19/10/2012
2812,57,5,19/10/2012
2404,2833,1,19/10/2012
2266,2498,-8,19/10/2012
2252,2498,-5,19/10/2012
2833,2404,1,19/10/2012
2494,2498,-5,19/10/2012
2328,2498,-10,19/10/2012
2143,2498,-5,19/10/2012
2266,2714,-10,19/10/2012
2830,2775,1,19/10/2012
2266,219,-3,19/10/2012
2679,57,1,19/10/2012
7,2388,2,19/10/2012
2388,7,2,19/10/2012
35,2834,1,19/10/2012
1054,2836,1,19/10/2012
2045,2214,1,19/10/2012
2266,1669,-3,19/10/2012
2805,2838,1,19/10/2012
2838,2805,1,19/10/2012
2725,2839,1,19/10/2012
2839,2725,1,19/10/2012
2839,2840,1,19/10/2012
2840,2839,1,19/10/2012
2829,35,1,19/10/2012
2266,742,-3,19/10/2012
2409,2805,1,19/10/2012
2805,2409,1,19/10/2012
2266,387,-3,19/10/2012
905,2388,1,19/10/2012
786,1383,-10,20/10/2012
2733,81,-1,20/10/2012
2733,2795,1,20/10/2012
2795,2733,1,20/10/2012
135,1293,-10,20/10/2012
2733,2658,2,20/10/2012
2725,1633,1,20/10/2012
2843,2725,1,20/10/2012
1752,2841,2,20/10/2012
2841,1752,2,20/10/2012
242,2663,2,20/10/2012
2663,242,1,20/10/2012
2165,2498,-10,20/10/2012
2266,1499,1,20/10/2012
1499,2266,2,20/10/2012
2252,2067,4,20/10/2012
2728,2581,-10,20/10/2012
304,2581,-10,20/10/2012
2018,2725,5,20/10/2012
2388,2198,2,20/10/2012
2725,1689,1,20/10/2012
1689,2725,1,20/10/2012
2590,2725,1,20/10/2012
2725,2590,1,20/10/2012
1286,1217,5,21/10/2012
35,2388,1,21/10/2012
35,2844,1,21/10/2012
2590,2763,1,21/10/2012
2763,2590,1,21/10/2012
1396,870,2,21/10/2012
546,2067,2,21/10/2012
2067,546,2,21/10/2012
2067,1675,6,21/10/2012
1675,2067,6,21/10/2012
2266,780,-3,21/10/2012
2635,2826,1,21/10/2012
2846,2028,3,21/10/2012
2829,2812,1,21/10/2012
2812,2829,1,21/10/2012
2028,780,-3,21/10/2012
1733,2625,5,21/10/2012
1733,2538,3,21/10/2012
2266,405,-3,21/10/2012
2296,2794,2,21/10/2012
2794,2296,2,21/10/2012
2831,2028,2,22/10/2012
2625,2296,1,22/10/2012
2028,2831,2,22/10/2012
2028,2846,4,22/10/2012
2625,2040,6,22/10/2012
2625,1566,3,22/10/2012
2315,2848,1,22/10/2012
2848,2315,1,22/10/2012
2848,2849,1,22/10/2012
2849,2848,1,22/10/2012
2558,2848,1,22/10/2012
2848,2558,1,22/10/2012
2845,2850,2,22/10/2012
2850,2845,5,22/10/2012
1566,2625,3,22/10/2012
2485,2646,1,22/10/2012
2635,2851,1,22/10/2012
2823,77,-1,22/10/2012
2590,1675,1,22/10/2012
1675,2590,1,22/10/2012
2851,2635,1,22/10/2012
2812,25,1,22/10/2012
2844,35,1,22/10/2012
2851,2852,1,22/10/2012
1334,1802,2,22/10/2012
2853,1953,1,22/10/2012
545,1331,-5,22/10/2012
2795,2835,1,22/10/2012
2835,2795,1,22/10/2012
2725,905,3,22/10/2012
905,2725,1,22/10/2012
2848,2856,1,23/10/2012
2856,2848,1,23/10/2012
2658,2733,2,23/10/2012
2855,2028,1,23/10/2012
2852,2851,1,23/10/2012
2214,304,1,23/10/2012
304,2214,1,23/10/2012
2857,1953,1,23/10/2012
2214,2822,2,23/10/2012
2214,2733,1,23/10/2012
2067,2262,2,23/10/2012
2693,2427,10,23/10/2012
2125,2844,1,23/10/2012
2028,2809,1,23/10/2012
2028,2848,1,23/10/2012
2848,2809,1,23/10/2012
2809,2848,1,23/10/2012
2809,2028,1,23/10/2012
2485,2858,1,23/10/2012
2848,1806,1,23/10/2012
1806,2848,1,23/10/2012
2845,96,2,23/10/2012
1735,2859,1,23/10/2012
96,2845,2,23/10/2012
2724,2848,1,23/10/2012
1997,2244,1,23/10/2012
2860,1953,1,23/10/2012
2646,2485,2,23/10/2012
2028,2679,1,23/10/2012
2679,2028,1,23/10/2012
2266,198,-3,23/10/2012
1675,1731,1,23/10/2012
35,2839,1,23/10/2012
1693,1989,2,23/10/2012
1989,1693,2,23/10/2012
2862,1953,1,23/10/2012
2854,1953,2,23/10/2012
2266,2863,-10,23/10/2012
2845,2864,1,23/10/2012
2859,634,-3,23/10/2012
905,2733,2,23/10/2012
2812,2865,1,23/10/2012
2865,2812,1,23/10/2012
2028,2866,1,24/10/2012
2848,2769,1,24/10/2012
2296,2625,1,24/10/2012
2769,2848,1,24/10/2012
1281,1803,2,24/10/2012
1281,1565,3,24/10/2012
2848,2724,1,24/10/2012
2868,2848,1,24/10/2012
2868,2725,1,24/10/2012
1899,2491,2,24/10/2012
2296,2733,1,24/10/2012
2296,2030,5,24/10/2012
2808,2869,1,24/10/2012
2869,2808,1,24/10/2012
2726,1810,1,24/10/2012
1810,2726,1,24/10/2012
2767,2870,1,24/10/2012
2870,2767,1,24/10/2012
1615,2859,1,24/10/2012
2266,654,-3,24/10/2012
2867,1953,1,24/10/2012
2823,2871,1,24/10/2012
2871,2823,1,24/10/2012
2214,2028,10,24/10/2012
2642,2872,1,24/10/2012
2419,1953,1,24/10/2012
2725,2868,1,24/10/2012
1953,2873,2,24/10/2012
2688,304,1,24/10/2012
2795,2868,-1,24/10/2012
2861,2028,1,25/10/2012
2848,2859,3,25/10/2012
2872,2642,1,25/10/2012
2266,632,-3,25/10/2012
57,2812,2,25/10/2012
57,1565,2,25/10/2012
57,64,5,25/10/2012
57,2214,1,25/10/2012
2733,2835,1,25/10/2012
2835,2733,1,25/10/2012
2028,2861,2,25/10/2012
2868,361,-10,25/10/2012
2848,2868,-1,25/10/2012
2763,2600,2,25/10/2012
361,2868,-10,25/10/2012
2512,1899,1,25/10/2012
304,2688,1,25/10/2012
2485,2852,1,25/10/2012
2852,2485,1,25/10/2012
2733,540,2,25/10/2012
540,2733,2,25/10/2012
2867,2378,1,25/10/2012
2378,2867,1,25/10/2012
2874,2378,3,25/10/2012
2378,2874,2,25/10/2012
2823,2875,1,25/10/2012
546,2693,1,25/10/2012
1953,1383,-10,25/10/2012
1953,2693,2,25/10/2012
2693,1953,2,25/10/2012
2693,2028,4,25/10/2012
2266,2795,2,25/10/2012
2795,2266,2,25/10/2012
1612,1810,3,25/10/2012
1810,1612,3,25/10/2012
2028,2877,1,25/10/2012
2494,2028,2,25/10/2012
2859,1893,2,25/10/2012
1893,2859,2,25/10/2012
2877,2028,1,25/10/2012
2028,2494,4,25/10/2012
242,2878,1,25/10/2012
242,1271,1,25/10/2012
2859,1615,2,26/10/2012
2028,2405,1,26/10/2012
2028,2033,7,26/10/2012
2751,2879,1,26/10/2012
2848,2028,1,26/10/2012
2028,2880,3,26/10/2012
2848,2882,1,26/10/2012
2882,2848,1,26/10/2012
2881,2848,2,26/10/2012
2879,235,-1,26/10/2012
2848,2883,1,26/10/2012
870,1846,1,26/10/2012
1675,2884,1,26/10/2012
2884,1675,10,26/10/2012
1675,937,3,26/10/2012
2859,2885,1,26/10/2012
2885,2859,1,26/10/2012
2886,2879,-10,26/10/2012
1916,1675,2,26/10/2012
1675,1916,2,26/10/2012
2028,2837,2,26/10/2012
2837,2028,3,26/10/2012
1675,1733,1,26/10/2012
1733,1675,3,26/10/2012
2635,2875,2,26/10/2012
2859,57,1,26/10/2012
57,2859,1,26/10/2012
2879,2028,-9,26/10/2012
2045,2879,-10,26/10/2012
2879,2688,-10,26/10/2012
2688,2879,-10,26/10/2012
2866,2688,10,26/10/2012
2688,2067,1,26/10/2012
2859,25,-10,26/10/2012
2866,1810,1,26/10/2012
1810,2866,1,26/10/2012
2067,2886,-5,26/10/2012
2028,2884,2,26/10/2012
2884,2028,10,26/10/2012
1810,2877,1,26/10/2012
1334,25,-10,26/10/2012
1802,2822,1,26/10/2012
492,2770,1,26/10/2012
2028,2876,1,26/10/2012
2876,2028,1,26/10/2012
304,1819,5,26/10/2012
1814,545,1,27/10/2012
2028,2879,-10,27/10/2012
2728,2713,1,27/10/2012
2713,2728,1,27/10/2012
2144,1885,6,27/10/2012
2728,2605,4,27/10/2012
1885,2144,6,27/10/2012
2795,2214,2,27/10/2012
2887,2725,1,27/10/2012
2658,2160,7,27/10/2012
492,2888,1,27/10/2012
2160,2658,7,27/10/2012
2160,1185,1,27/10/2012
563,1624,1,27/10/2012
2859,2848,3,27/10/2012
2378,2889,1,27/10/2012
2889,2378,1,27/10/2012
2328,628,-3,27/10/2012
546,2891,1,27/10/2012
2891,546,1,27/10/2012
1620,2892,1,27/10/2012
2892,1620,1,27/10/2012
135,1899,2,27/10/2012
1499,2158,1,27/10/2012
2688,2893,1,27/10/2012
1899,135,3,27/10/2012
1899,2894,1,27/10/2012
2894,1899,1,27/10/2012
2635,2895,1,27/10/2012
2296,2893,1,27/10/2012
2893,2296,1,27/10/2012
2895,2635,1,27/10/2012
1802,2017,-8,28/10/2012
2605,2728,4,28/10/2012
1815,1334,3,28/10/2012
1815,1271,1,28/10/2012
1815,2733,1,28/10/2012
2028,2896,1,28/10/2012
2896,2028,1,28/10/2012
2028,2644,1,28/10/2012
2711,2017,-10,28/10/2012
304,2859,1,28/10/2012
2045,1334,5,28/10/2012
242,2811,-10,28/10/2012
2898,2891,1,28/10/2012
2891,2898,1,28/10/2012
2891,2811,-10,28/10/2012
2409,523,-10,28/10/2012
2045,2891,1,28/10/2012
2891,2045,1,28/10/2012
1815,242,1,28/10/2012
2795,242,1,28/10/2012
2878,242,1,28/10/2012
2758,2642,1,28/10/2012
35,2872,1,29/10/2012
2266,1832,1,29/10/2012
2733,905,2,29/10/2012
2877,1539,-1,29/10/2012
2877,862,-1,29/10/2012
2877,628,-1,29/10/2012
937,1675,5,29/10/2012
2266,1100,-3,29/10/2012
2888,492,1,29/10/2012
491,2784,1,29/10/2012
2784,491,1,29/10/2012
1899,937,1,29/10/2012
937,1899,1,29/10/2012
2892,2900,1,29/10/2012
2900,2892,1,29/10/2012
2063,2581,-10,29/10/2012
1810,2409,3,29/10/2012
2409,1810,3,29/10/2012
1899,2513,2,29/10/2012
2176,1244,1,29/10/2012
112,2194,1,29/10/2012
2728,2725,4,29/10/2012
112,1487,2,29/10/2012
112,96,1,30/10/2012
2296,2901,1,30/10/2012
2214,2795,2,30/10/2012
2063,2897,1,30/10/2012
1899,2880,1,30/10/2012
2252,2795,1,30/10/2012
1953,2076,2,30/10/2012
2880,1899,1,30/10/2012
2795,2252,1,30/10/2012
1922,2485,3,30/10/2012
2485,1922,3,30/10/2012
2904,2859,1,30/10/2012
2877,206,-1,30/10/2012
2485,2363,3,30/10/2012
2903,2343,4,30/10/2012
2343,2903,4,30/10/2012
2904,415,1,30/10/2012
2332,2647,5,30/10/2012
2647,2332,2,30/10/2012
2905,1953,1,30/10/2012
2780,2906,2,30/10/2012
2906,2780,5,30/10/2012
2536,2581,-10,30/10/2012
2635,2730,1,30/10/2012
2875,2635,4,30/10/2012
2176,1334,1,31/10/2012
1334,2176,1,31/10/2012
2600,2710,1,31/10/2012
2710,2600,1,31/10/2012
2875,1953,2,31/10/2012
2875,2823,1,31/10/2012
2125,2908,1,31/10/2012
2908,2125,2,31/10/2012
937,171,5,31/10/2012
2396,2728,3,31/10/2012
2880,2728,1,31/10/2012
2881,2266,-10,31/10/2012
2635,1953,5,31/10/2012
2881,2635,-10,31/10/2012
905,1953,10,31/10/2012
1810,2881,-10,31/10/2012
2396,2881,-10,31/10/2012
2351,2881,-10,31/10/2012
2877,757,-1,31/10/2012
2328,2835,1,31/10/2012
2835,2328,1,31/10/2012
2875,2647,1,31/10/2012
2647,2875,1,31/10/2012
96,112,1,31/10/2012
2266,1207,-3,31/10/2012
35,2909,1,31/10/2012
2909,35,1,31/10/2012
905,1207,-10,31/10/2012
2887,905,1,31/10/2012
2635,2910,1,31/10/2012
2635,2881,-10,31/10/2012
905,2887,-10,31/10/2012
2266,374,-3,31/10/2012
2877,374,-1,31/10/2012
905,2702,-10,31/10/2012
2887,2911,1,31/10/2012
2877,1028,-1,31/10/2012
2725,2018,7,31/10/2012
2912,1953,1,31/10/2012
2897,2063,1,31/10/2012
2897,257,-1,31/10/2012
2635,2828,1,31/10/2012
112,1478,1,31/10/2012
112,2138,1,31/10/2012
2914,1953,1,31/10/2012
2266,579,-7,31/10/2012
2028,2838,1,31/10/2012
2838,2028,1,31/10/2012
2296,2725,3,31/10/2012
2873,1953,1,31/10/2012
1412,2909,1,01/11/2012
2909,1412,3,01/11/2012
2873,2808,1,01/11/2012
1810,6,2,01/11/2012
6,1810,3,01/11/2012
937,905,2,01/11/2012
2296,2600,3,01/11/2012
2600,2296,3,01/11/2012
2808,2873,2,01/11/2012
2600,905,1,01/11/2012
905,2600,1,01/11/2012
2877,198,-1,01/11/2012
2877,634,-1,01/11/2012
2328,1543,-10,01/11/2012
2877,219,-1,01/11/2012
2877,1669,-1,01/11/2012
2877,894,-1,01/11/2012
2877,775,-1,01/11/2012
2877,1703,-1,01/11/2012
2877,1792,-1,01/11/2012
2877,2681,-1,01/11/2012
2848,2881,1,01/11/2012
2811,242,-10,01/11/2012
2811,2891,-10,01/11/2012
2910,2915,1,01/11/2012
2915,2910,1,01/11/2012
492,35,7,01/11/2012
2635,2915,1,01/11/2012
2915,2635,1,01/11/2012
2877,788,-1,01/11/2012
2877,782,-1,01/11/2012
2877,838,-1,01/11/2012
2877,931,-1,01/11/2012
2877,997,-1,01/11/2012
2859,2904,2,01/11/2012
856,1922,2,01/11/2012
2635,2916,1,01/11/2012
2916,2635,1,01/11/2012
2028,1648,1,01/11/2012
2028,2917,1,01/11/2012
2076,2388,1,01/11/2012
2861,2176,2,02/11/2012
2176,2861,3,02/11/2012
2903,1810,1,02/11/2012
1810,2903,1,02/11/2012
2901,1810,1,02/11/2012
2918,2848,1,02/11/2012
1334,2920,1,02/11/2012
2920,1334,1,02/11/2012
2874,2910,1,02/11/2012
2910,2874,1,02/11/2012
2859,2498,-10,02/11/2012
2877,386,-1,02/11/2012
2875,2498,-4,02/11/2012
2877,2921,-1,02/11/2012
2877,735,-1,02/11/2012
2419,2635,1,02/11/2012
2877,1162,-1,02/11/2012
1585,2028,2,02/11/2012
2844,2125,2,02/11/2012
2201,1810,2,02/11/2012
1810,2201,1,02/11/2012
2910,1953,1,02/11/2012
1585,2923,1,02/11/2012
2419,2910,1,02/11/2012
2910,2419,1,02/11/2012
2851,1953,3,02/11/2012
2919,2922,1,02/11/2012
2861,2784,1,02/11/2012
2922,2919,3,02/11/2012
2635,2419,2,02/11/2012
1272,2919,-10,02/11/2012
2923,1585,1,02/11/2012
2784,2861,1,02/11/2012
2028,2923,2,03/11/2012
2923,2028,2,03/11/2012
1810,2924,1,03/11/2012
2924,1810,1,03/11/2012
2028,2925,1,03/11/2012
2925,2028,1,03/11/2012
2906,2926,-10,03/11/2012
2877,1322,-1,03/11/2012
2877,579,-1,03/11/2012
35,2927,1,03/11/2012
2848,2928,1,03/11/2012
2928,2848,2,03/11/2012
2805,2922,1,03/11/2012
2928,35,1,03/11/2012
905,1815,2,03/11/2012
2266,2072,-5,03/11/2012
2877,598,-1,03/11/2012
1352,1846,-10,03/11/2012
2296,2928,1,03/11/2012
2928,2296,1,03/11/2012
2725,492,1,03/11/2012
2398,72,1,04/11/2012
2262,2725,1,04/11/2012
2725,2262,1,04/11/2012
72,2398,1,04/11/2012
2296,2803,1,04/11/2012
2803,2296,1,04/11/2012
2930,1953,1,04/11/2012
1629,1383,10,04/11/2012
2635,25,1,04/11/2012
2635,2847,3,04/11/2012
2847,2635,3,04/11/2012
2828,2635,1,04/11/2012
2877,577,-1,04/11/2012
2173,2932,1,04/11/2012
2635,2933,3,04/11/2012
1810,2380,1,05/11/2012
2380,1810,1,05/11/2012
2658,2176,1,05/11/2012
2176,2658,3,05/11/2012
2812,2028,10,05/11/2012
2028,2812,5,05/11/2012
112,2529,1,05/11/2012
2775,2935,-1,05/11/2012
2158,2198,1,05/11/2012
1651,35,1,05/11/2012
2593,2710,1,05/11/2012
2710,2593,1,05/11/2012
2877,633,-1,05/11/2012
2877,1345,-1,05/11/2012
2176,2485,2,05/11/2012
2485,2176,2,05/11/2012
2877,561,-1,05/11/2012
2266,561,-5,05/11/2012
1735,2176,1,05/11/2012
1735,1846,-1,05/11/2012
2266,75,-5,05/11/2012
2315,1629,1,05/11/2012
1629,2315,1,05/11/2012
2315,1810,1,05/11/2012
2877,75,-1,05/11/2012
2315,2936,1,05/11/2012
2936,2315,1,05/11/2012
2266,20,-5,05/11/2012
2125,2937,1,05/11/2012
2937,2125,3,05/11/2012
2937,2296,3,05/11/2012
2937,75,-10,05/11/2012
2877,20,-1,05/11/2012
2938,1272,2,05/11/2012
1899,546,1,05/11/2012
2877,288,-1,05/11/2012
1953,2919,-1,05/11/2012
2296,2937,1,06/11/2012
1764,2939,1,06/11/2012
2861,2716,1,06/11/2012
2716,2176,5,06/11/2012
2716,2861,1,06/11/2012
2940,2315,1,06/11/2012
2315,2940,1,06/11/2012
1543,2028,-10,06/11/2012
1905,1802,2,06/11/2012
2296,2941,1,06/11/2012
2941,2296,1,06/11/2012
2777,2725,1,06/11/2012
2028,1840,1,06/11/2012
1840,2028,1,06/11/2012
2942,2940,1,06/11/2012
2940,2942,1,06/11/2012
2940,25,10,06/11/2012
2942,25,10,06/11/2012
2388,2943,1,06/11/2012
2897,2944,1,06/11/2012
2897,2795,1,06/11/2012
2859,2945,1,06/11/2012
2945,2859,1,06/11/2012
2897,2946,1,06/11/2012
2946,2897,1,06/11/2012
35,2947,1,06/11/2012
35,2928,1,06/11/2012
2839,35,1,06/11/2012
1245,2045,1,06/11/2012
2045,1245,1,06/11/2012
2593,2948,1,06/11/2012
2948,2593,2,06/11/2012
2725,2777,1,06/11/2012
1529,1543,-1,06/11/2012
2877,742,-1,06/11/2012
1953,546,1,06/11/2012
546,1953,1,06/11/2012
2937,1810,2,06/11/2012
1810,2937,1,06/11/2012
1851,2656,3,06/11/2012
1725,1386,2,07/11/2012
2943,2388,1,07/11/2012
2795,2897,1,07/11/2012
592,2761,1,07/11/2012
2918,1953,10,07/11/2012
1953,2818,1,07/11/2012
1953,2824,1,07/11/2012
2266,1953,1,07/11/2012
2859,2953,10,07/11/2012
1953,2853,1,07/11/2012
1953,2832,1,07/11/2012
1953,2827,1,07/11/2012
1953,2857,1,07/11/2012
1953,2851,1,07/11/2012
1953,2860,1,07/11/2012
1953,2862,1,07/11/2012
1953,2419,1,07/11/2012
1953,2875,1,07/11/2012
1953,2905,1,07/11/2012
1953,1922,1,07/11/2012
1953,2912,1,07/11/2012
2266,2953,-4,07/11/2012
1953,2910,1,07/11/2012
1953,2930,1,07/11/2012
1953,2931,1,07/11/2012
1953,2854,2,07/11/2012
1953,2867,2,07/11/2012
1953,2914,2,07/11/2012
1953,2933,2,07/11/2012
592,2045,1,07/11/2012
2045,592,1,07/11/2012
2897,2590,1,07/11/2012
2590,2897,1,07/11/2012
2045,492,2,07/11/2012
2877,923,-1,07/11/2012
2266,923,-5,07/11/2012
905,2955,1,07/11/2012
2955,905,1,07/11/2012
2266,2956,1,07/11/2012
2877,654,-1,07/11/2012
2956,2266,1,07/11/2012
1712,1629,1,07/11/2012
1629,1712,1,07/11/2012
2877,2871,-1,07/11/2012
2877,522,-1,07/11/2012
2877,257,-1,07/11/2012
2125,1815,2,07/11/2012
492,2725,1,07/11/2012
492,2045,2,07/11/2012
1953,2959,1,08/11/2012
2955,2861,1,08/11/2012
2959,1953,1,08/11/2012
2861,2955,1,08/11/2012
1922,1953,2,08/11/2012
304,2961,3,08/11/2012
1899,1840,1,08/11/2012
1840,1899,1,08/11/2012
1899,1185,2,08/11/2012
1922,2961,1,08/11/2012
1810,2944,2,08/11/2012
592,1810,5,08/11/2012
1810,592,5,08/11/2012
2733,2962,1,08/11/2012
2962,2733,1,08/11/2012
2962,2498,-1,08/11/2012
2763,2963,1,08/11/2012
2963,2763,1,08/11/2012
2963,2960,1,08/11/2012
2857,2964,5,08/11/2012
1810,2965,1,08/11/2012
2635,2862,1,08/11/2012
2862,2635,1,08/11/2012
546,1899,2,08/11/2012
905,2948,1,08/11/2012
2063,2266,1,08/11/2012
2266,2063,1,08/11/2012
2948,905,1,08/11/2012
2960,2948,1,08/11/2012
2948,2960,1,08/11/2012
2858,2485,3,08/11/2012
13,25,10,08/11/2012
2845,25,-1,08/11/2012
2070,1611,1,08/11/2012
2642,2968,1,09/11/2012
1810,2110,1,09/11/2012
2642,2758,1,09/11/2012
2642,2600,1,09/11/2012
2642,2524,1,09/11/2012
135,2943,1,09/11/2012
481,2970,-10,09/11/2012
2943,135,3,09/11/2012
2110,1810,2,09/11/2012
1810,1975,4,09/11/2012
2658,791,1,09/11/2012
791,2658,2,09/11/2012
1810,1911,7,09/11/2012
2725,2812,3,09/11/2012
2812,2725,3,09/11/2012
1584,1624,3,09/11/2012
2296,2944,2,09/11/2012
2944,2296,2,09/11/2012
35,2971,1,09/11/2012
35,2972,1,09/11/2012
2903,96,1,09/11/2012
96,2903,1,09/11/2012
2552,1543,-10,09/11/2012
1502,1529,1,09/11/2012
1529,1502,1,09/11/2012
2974,1396,1,09/11/2012
1396,2063,2,09/11/2012
2899,35,2,09/11/2012
1396,2943,1,09/11/2012
1953,2975,1,09/11/2012
2975,1953,1,09/11/2012
35,2976,1,09/11/2012
35,2943,1,09/11/2012
2976,35,1,09/11/2012
2165,2174,1,09/11/2012
2174,2165,1,09/11/2012
41,1810,1,10/11/2012
1810,41,1,10/11/2012
2943,35,2,10/11/2012
2977,2110,1,10/11/2012
2110,2977,1,10/11/2012
2943,1396,1,10/11/2012
2944,2725,1,10/11/2012
2725,2944,1,10/11/2012
2962,13,1,10/11/2012
2728,2880,2,10/11/2012
2582,2978,3,10/11/2012
2978,2582,3,10/11/2012
2944,2110,2,10/11/2012
2110,2944,2,10/11/2012
2805,2725,3,10/11/2012
2725,2805,3,10/11/2012
1815,905,6,10/11/2012
2805,41,1,10/11/2012
41,2805,1,10/11/2012
2187,2908,3,10/11/2012
2656,1851,3,10/11/2012
2733,2028,2,10/11/2012
13,2962,1,10/11/2012
2962,2780,1,10/11/2012
2780,2962,1,10/11/2012
791,13,1,10/11/2012
13,791,1,10/11/2012
2484,2028,1,10/11/2012
2028,2484,3,10/11/2012
178,2388,3,10/11/2012
2725,2901,2,11/11/2012
2908,2187,3,11/11/2012
2945,894,-10,11/11/2012
2214,2948,1,11/11/2012
2795,1899,1,11/11/2012
1899,2795,1,11/11/2012
2962,2725,1,11/11/2012
2725,2962,1,11/11/2012
2725,2795,4,11/11/2012
2795,2725,4,11/11/2012
3598,2028,1,11/11/2012
2028,3598,1,11/11/2012
2028,2980,2,11/11/2012
2296,304,4,11/11/2012
2980,2028,2,11/11/2012
2962,2658,1,11/11/2012
2962,135,1,11/11/2012
2252,2934,1,11/11/2012
2934,2252,1,11/11/2012
2961,1922,1,11/11/2012
2080,2982,1,11/11/2012
2861,2725,1,11/11/2012
2982,2080,1,11/11/2012
2982,35,2,11/11/2012
2725,2861,2,11/11/2012
2733,1529,1,11/11/2012
1529,2733,1,11/11/2012
2929,1810,1,12/11/2012
1693,2194,-1,12/11/2012
2194,1693,-1,12/11/2012
2194,1383,-10,12/11/2012
2725,171,1,12/11/2012
171,2725,1,12/11/2012
1615,2388,1,12/11/2012
35,2983,2,12/11/2012
2983,35,2,12/11/2012
2552,2125,2,12/11/2012
2125,2984,1,12/11/2012
2582,861,1,12/11/2012
2981,2725,3,12/11/2012
35,2985,1,12/11/2012
35,2986,1,12/11/2012
2315,2981,1,12/11/2012
2981,2315,1,12/11/2012
2981,2929,1,12/11/2012
2929,2981,1,12/11/2012
1810,2333,1,13/11/2012
2333,1810,1,13/11/2012
2688,1810,1,13/11/2012
2688,2866,-3,13/11/2012
13,606,-1,13/11/2012
13,2498,-10,13/11/2012
2973,1775,1,13/11/2012
1916,2988,1,13/11/2012
35,2989,1,13/11/2012
35,2772,1,13/11/2012
2989,35,1,13/11/2012
35,2990,1,13/11/2012
1611,2070,1,13/11/2012
2725,2981,4,13/11/2012
2733,2397,2,13/11/2012
2397,2733,1,13/11/2012
1953,2991,1,13/11/2012
2991,1953,1,13/11/2012
1953,2763,1,13/11/2012
2763,1953,1,13/11/2012
2877,530,-1,14/11/2012
1899,2992,1,14/11/2012
2763,2943,2,14/11/2012
2877,262,-1,14/11/2012
2877,200,-1,14/11/2012
2877,387,-1,14/11/2012
2877,166,-1,14/11/2012
2992,1899,1,14/11/2012
2981,2993,2,14/11/2012
2981,2642,1,14/11/2012
2943,2763,1,14/11/2012
2993,2642,5,14/11/2012
2993,2981,2,14/11/2012
1810,2992,-1,14/11/2012
2642,2994,1,14/11/2012
2994,2642,1,14/11/2012
2929,2388,1,14/11/2012
2963,2725,1,14/11/2012
2963,1899,2,14/11/2012
1899,2963,1,14/11/2012
2635,2952,1,14/11/2012
2952,2635,1,14/11/2012
2772,35,1,14/11/2012
2073,2971,1,14/11/2012
2028,1629,2,14/11/2012
1629,2028,1,14/11/2012
2901,361,1,14/11/2012
2877,1332,-1,14/11/2012
2877,378,-1,14/11/2012
2725,361,2,14/11/2012
1396,2995,1,14/11/2012
2995,1396,1,14/11/2012
2174,2498,-10,14/11/2012
2725,1396,3,14/11/2012
2877,827,-1,15/11/2012
2388,2733,1,15/11/2012
2829,2028,1,15/11/2012
2028,2829,1,15/11/2012
1765,2067,-10,15/11/2012
539,2388,-1,15/11/2012
1396,539,1,15/11/2012
2328,72,1,15/11/2012
72,2328,1,15/11/2012
2214,1899,2,15/11/2012
1899,2214,2,15/11/2012
2076,2017,-10,15/11/2012
2795,2017,-10,15/11/2012
2485,2284,1,15/11/2012
2284,2485,1,15/11/2012
2246,1555,1,15/11/2012
2948,2214,1,15/11/2012
2934,1502,1,15/11/2012
1502,2934,1,15/11/2012
1585,1331,-10,15/11/2012
1585,1846,-1,15/11/2012
1953,2997,1,15/11/2012
